# energy 	 size (m) 	 pop 	 delta_scan
2.666154577020835940e-31	1.796284578341105572e-04	9.940670665551257779e-01	8.000000000000000000e+00
2.665688012659055474e-31	1.796127400838456621e-04	9.940208528381488939e-01	7.974358974358974450e+00
2.665216590632673983e-31	1.795968572900965437e-04	9.939741626403499897e-01	7.948717948717948900e+00
2.664738787586418337e-31	1.795807580784768761e-04	9.939268652213537614e-01	7.923076923076923350e+00
2.664255583152254938e-31	1.795644754032092076e-04	9.938790465792466389e-01	7.897435897435897800e+00
2.663766348593768001e-31	1.795479880247680734e-04	9.938306509163310487e-01	7.871794871794872250e+00
2.663270982216918543e-31	1.795312924591550103e-04	9.937816686861415949e-01	7.846153846153845812e+00
2.662769381521349935e-31	1.795143851931796288e-04	9.937320903699569108e-01	7.820512820512820262e+00
2.662261441870472458e-31	1.794972626395716097e-04	9.936819062562426419e-01	7.794871794871794712e+00
2.661746816797436821e-31	1.794799130556945488e-04	9.936310827003066448e-01	7.769230769230769162e+00
2.661225051024229913e-31	1.794623210246447712e-04	9.935795888100409368e-01	7.743589743589743613e+00
2.660696882393958179e-31	1.794445113561742673e-04	9.935274790689878621e-01	7.717948717948718063e+00
2.660162459668869464e-31	1.794264890024414307e-04	9.934747675126930355e-01	7.692307692307692513e+00
2.659621139885889846e-31	1.794082322133933581e-04	9.934213984449717927e-01	7.666666666666666963e+00
2.659072804424288941e-31	1.793897369161824942e-04	9.933673608957045431e-01	7.641025641025641413e+00
2.658517330614310723e-31	1.793709988987463640e-04	9.933126433972701008e-01	7.615384615384614975e+00
2.657954597419890722e-31	1.793520140014065879e-04	9.932572350050166143e-01	7.589743589743589425e+00
2.657384157913378777e-31	1.793327670653680752e-04	9.932010903462265006e-01	7.564102564102563875e+00
2.656806513799234569e-31	1.793132749367793799e-04	9.931442636285503500e-01	7.538461538461538325e+00
2.656220360688666113e-31	1.792934935128940091e-04	9.930866411980843189e-01	7.512820512820512775e+00
2.655626658723596920e-31	1.792734551061128461e-04	9.930282943852899447e-01	7.487179487179487225e+00
2.655025626378271400e-31	1.792531670053606986e-04	9.929692463801821356e-01	7.461538461538461675e+00
2.654416530398413439e-31	1.792326043702992299e-04	9.929094331865118139e-01	7.435897435897436125e+00
2.653799226605865630e-31	1.792117622382343118e-04	9.928488415311169657e-01	7.410256410256410575e+00
2.653173504917488385e-31	1.791906334173176988e-04	9.927874497116160324e-01	7.384615384615385025e+00
2.652539051570305567e-31	1.791692072093603659e-04	9.927252309574526867e-01	7.358974358974358587e+00
2.651896218819649288e-31	1.791474954058739819e-04	9.926622205216634187e-01	7.333333333333333037e+00
2.651244568340854041e-31	1.791254830957891245e-04	9.925983755530667363e-01	7.307692307692307487e+00
2.650582299130253374e-31	1.791031093202991064e-04	9.925335454719828032e-01	7.282051282051281937e+00
2.649912487978154912e-31	1.790804779083443544e-04	9.924679835845924281e-01	7.256410256410256387e+00
2.649233362077169175e-31	1.790575288516096301e-04	9.924015414171872829e-01	7.230769230769230838e+00
2.648544684767646630e-31	1.790342540291786405e-04	9.923341948822086422e-01	7.205128205128205288e+00
2.647846410931378064e-31	1.790106517888501690e-04	9.922659450564157435e-01	7.179487179487179738e+00
2.647137979694439602e-31	1.789867030393047344e-04	9.921967347927961312e-01	7.153846153846154188e+00
2.646419828347553056e-31	1.789624224271837939e-04	9.921266103610569820e-01	7.128205128205127750e+00
2.645691458626407064e-31	1.789377929676747568e-04	9.920555229233607442e-01	7.102564102564102200e+00
2.644952680073853656e-31	1.789128080751525114e-04	9.919834554100489532e-01	7.076923076923076650e+00
2.644201426965718733e-31	1.788873977247813286e-04	9.919102341758025965e-01	7.051282051282051100e+00
2.643441112017415949e-31	1.788616771915946778e-04	9.918361378541136197e-01	7.025641025641025550e+00
2.642669847572108464e-31	1.788355824707177539e-04	9.917610149733782077e-01	7.000000000000000000e+00
