# energy 	 size (m) 	 pop 	 delta_scan
4.811305913148447081e-31	2.413036906736058221e-04	4.687583301156209720e-03	-8.000000000000000000e+00
4.808039486898435997e-31	2.412217654595658631e-04	5.024191384382847500e-03	-7.750000000000000000e+00
4.804402842333226096e-31	2.411305220571296126e-04	5.398264417929444364e-03	-7.500000000000000000e+00
4.800338768240131731e-31	2.410285135798252709e-04	5.815518287743133563e-03	-7.250000000000000000e+00
4.795776721020734736e-31	2.409139544947934951e-04	6.282896296620180294e-03	-7.000000000000000000e+00
4.790632843237743984e-31	2.407847194945062549e-04	6.808700318855606844e-03	-6.750000000000000000e+00
4.784805246220114895e-31	2.406382228466984738e-04	7.402992011813428440e-03	-6.500000000000000000e+00
4.778167392852127846e-31	2.404712489028936525e-04	8.078168465534493053e-03	-6.250000000000000000e+00
4.770562870108481846e-31	2.402798159643870486e-04	8.849519181276126190e-03	-6.000000000000000000e+00
4.761797494508618380e-31	2.400589708320995780e-04	9.735992906321291190e-03	-5.750000000000000000e+00
4.751624310813919758e-31	2.398024007263938593e-04	1.076152511169288506e-02	-5.500000000000000000e+00
4.739727534291172120e-31	2.395020125507235610e-04	1.195659446832199671e-02	-5.250000000000000000e+00
4.725702611183176674e-31	2.391474050548710116e-04	1.336012201101832372e-02	-5.000000000000000000e+00
4.709015958913780401e-31	2.387248119647162746e-04	1.502308646365381473e-02	-4.750000000000000000e+00
4.688964306342140202e-31	2.382160078265014615e-04	1.701239898677959356e-02	-4.500000000000000000e+00
4.664596552554782988e-31	2.375962174065022179e-04	1.941796199674232851e-02	-4.250000000000000000e+00
4.634614461673090326e-31	2.368314015026885008e-04	2.236178442296681695e-02	-4.000000000000000000e+00
4.597208589972503645e-31	2.358737347367096749e-04	2.601282917934941152e-02	-3.750000000000000000e+00
4.549811925788169580e-31	2.346546696634424489e-04	3.060921448961663460e-02	-3.500000000000000000e+00
4.488705266377509345e-31	2.330735675821281978e-04	3.649377182560580024e-02	-3.250000000000000000e+00
4.408408379690217810e-31	2.309794742171717688e-04	4.416854161646591864e-02	-3.000000000000000000e+00
4.300694736176746822e-31	2.281401840023903043e-04	5.438397481974186626e-02	-2.750000000000000000e+00
4.153096293513616090e-31	2.241911574642147583e-04	6.827598339712834252e-02	-2.500000000000000000e+00
3.946905918384236222e-31	2.185550601037370886e-04	8.755934415422228501e-02	-2.250000000000000000e+00
3.655230277951320252e-31	2.103244926913959694e-04	1.147565458295296270e-01	-2.000000000000000000e+00
3.245135727826557500e-31	1.981750204768866581e-04	1.531859003913800255e-01	-1.750000000000000000e+00
2.692879604961693492e-31	1.805264938105838400e-04	2.060618133462917834e-01	-1.500000000000000000e+00
2.024511733623400519e-31	1.565282132631886194e-04	2.735200062969422308e-01	-1.250000000000000000e+00
1.348323191122678819e-31	1.277407556849128050e-04	3.490639508557536463e-01	-1.000000000000000000e+00
7.934181715011129281e-32	9.799040445122147167e-05	4.220132031922336213e-01	-7.500000000000000000e-01
4.154532381328119930e-32	7.090772520140355768e-05	4.848242658014851880e-01	-5.000000000000000000e-01
1.924461747630394198e-32	4.825997808261472347e-05	5.364949082713926787e-01	-2.500000000000000000e-01
8.046749003384931051e-33	3.120633068215822304e-05	5.799463712495136480e-01	0.000000000000000000e+00
4.834809939431162801e-33	2.418923768402122274e-05	6.187392586382537418e-01	2.500000000000000000e-01
8.297011920395208249e-33	3.168789102242914175e-05	6.558577229279675125e-01	5.000000000000000000e-01
1.852523258952022814e-32	4.734938183447705165e-05	6.936307588623206177e-01	7.500000000000000000e-01
3.643696180167097480e-32	6.640542452587209609e-05	7.336376518397668134e-01	1.000000000000000000e+00
6.268669816544489621e-32	8.710040540867966573e-05	7.760992363198422339e-01	1.250000000000000000e+00
9.578998905773844787e-32	1.076694614135217319e-04	8.190186095973517322e-01	1.500000000000000000e+00
1.309449246024081890e-31	1.258858201710719865e-04	8.584262054298391620e-01	1.750000000000000000e+00
1.623719212173153888e-31	1.401806093498283296e-04	8.908158995617222464e-01	2.000000000000000000e+00
1.871720692375392694e-31	1.505057178908772745e-04	9.153765874148299675e-01	2.250000000000000000e+00
2.056780338145409730e-31	1.577707299252683964e-04	9.334323157899353518e-01	2.500000000000000000e+00
2.192987805180475002e-31	1.629110666187234629e-04	9.466860204057658823e-01	2.750000000000000000e+00
2.293956424338984004e-31	1.666192060578293671e-04	9.565383665896485255e-01	3.000000000000000000e+00
2.369923083431595510e-31	1.693556165780290244e-04	9.639892580117694898e-01	3.250000000000000000e+00
2.428077760458713016e-31	1.714209013590419384e-04	9.697273985141259267e-01	3.500000000000000000e+00
2.473364522369649855e-31	1.730121257891755740e-04	9.742234107523323194e-01	3.750000000000000000e+00
2.509208011508721578e-31	1.742612446168949813e-04	9.778031850228210420e-01	4.000000000000000000e+00
2.537995413663721699e-31	1.752580177356716229e-04	9.806945973234271197e-01	4.250000000000000000e+00
2.561432542306868300e-31	1.760653685752809887e-04	9.830610372846815270e-01	4.500000000000000000e+00
2.580741723547984115e-31	1.767277508619804517e-04	9.850203196876043954e-01	4.750000000000000000e+00
2.596826582736838375e-31	1.772776364655418270e-04	9.866598492416838173e-01	5.000000000000000000e+00
2.610358265057137882e-31	1.777389202027289416e-04	9.880449248977535293e-01	5.250000000000000000e+00
