# energy 	 size (m) 	 pop 	 delta_scan
2.345973858018283842e+00	1.783057834734515289e-04	9.955459541656607181e-01	9.000000000000000000e+00
2.333407533089138841e+00	1.778275903760598645e-04	9.941152422620751494e-01	8.000000000000000000e+00
2.313126994783190948e+00	1.770531200610121444e-04	9.918418209754014114e-01	7.000000000000000000e+00
2.277312899620387299e+00	1.756771183207390084e-04	9.879066892113919085e-01	6.000000000000000000e+00
2.205383563714924389e+00	1.728804612802257524e-04	9.802061528954749692e-01	5.000000000000000000e+00
2.031367707326990679e+00	1.659197627278530664e-04	9.621406560473892977e-01	4.000000000000000000e+00
1.537244455374392249e+00	1.443362153791561959e-04	9.108845466389179357e-01	3.000000000000000000e+00
1.414641191440139778e+00	1.384608507512454921e-04	8.975574096776157695e-01	2.846153846153846256e+00
1.282465761289509842e+00	1.318337894127856924e-04	8.827056146738062603e-01	2.692307692307692513e+00
1.144646771143916553e+00	1.245488120738788324e-04	8.665536545127481283e-01	2.538461538461538769e+00
1.005539421521232324e+00	1.167356206418416440e-04	8.493955887816012629e-01	2.384615384615384581e+00
8.694216496074609335e-01	1.085473114471286691e-04	8.315646747277226636e-01	2.230769230769230838e+00
7.399777113982537458e-01	1.001412862298911365e-04	8.133908208856477362e-01	2.076923076923077094e+00
6.199375250898389034e-01	9.165956851503299463e-05	7.951570016468815227e-01	1.923076923076923128e+00
5.111123169341520445e-01	8.322657436951754308e-05	7.770933295624341541e-01	1.769230769230769384e+00
4.144280118824512638e-01	7.494253805210562489e-05	7.593627125100225195e-01	1.615384615384615419e+00
3.301491605814936836e-01	6.688965324647692034e-05	7.420694670099020618e-01	1.461538461538461675e+00
2.580402233967002967e-01	5.913540159488954738e-05	7.252593763397364723e-01	1.307692307692307709e+00
1.975584750826584468e-01	5.174300875893724254e-05	7.089286989768543989e-01	1.153846153846153966e+00
1.479923793508548524e-01	4.478406610749040956e-05	6.930293690680082719e-01	1.000000000000000000e+00
1.086002065074198608e-01	3.836358385966386861e-05	6.774803774686062319e-01	8.461538461538462563e-01
7.870572839501344120e-02	3.265931090883598275e-05	6.621737347758903658e-01	6.923076923076922906e-01
5.778707226347434833e-02	2.798460567976446891e-05	6.469860027459957141e-01	5.384615384615385469e-01
4.552327089719643283e-02	2.483822606048416629e-05	6.317799222761569800e-01	3.846153846153846367e-01
4.183315805422727074e-02	2.381026185451567495e-05	6.164055014567191293e-01	2.307692307692307820e-01
4.690789393028316212e-02	2.521313290556610038e-05	6.006983599376369831e-01	7.692307692307692735e-02
6.124657893561358257e-02	2.881009985303254373e-05	5.844779242358560944e-01	-7.692307692307692735e-02
8.569920793149887750e-02	3.407942431798877564e-05	5.675452427008605971e-01	-2.307692307692307820e-01
1.215101075741003012e-01	4.057981367117559498e-05	5.496846212527468634e-01	-3.846153846153846367e-01
1.703676793267701051e-01	4.805044894572668641e-05	5.306622009729126122e-01	-5.384615384615385469e-01
2.344308175840159603e-01	5.636521877165354344e-05	5.102321349050916721e-01	-6.923076923076922906e-01
3.162796234036611143e-01	6.546956455557921236e-05	4.881540733582208635e-01	-8.461538461538462563e-01
4.187947656203339086e-01	7.533633148831306141e-05	4.642153144501605100e-01	-1.000000000000000000e+00
5.448347698312852039e-01	8.592830666655385332e-05	4.382793474836425007e-01	-1.153846153846153966e+00
6.968167222464090038e-01	9.717691954904765755e-05	4.103281640498430138e-01	-1.307692307692307709e+00
8.762578559551084112e-01	1.089732261055587027e-04	3.804925568977128858e-01	-1.461538461538461675e+00
1.083223580562955757e+00	1.211610138236045476e-04	3.490739303622055756e-01	-1.615384615384615419e+00
1.316000725201808663e+00	1.335463154128873351e-04	3.165255597871269866e-01	-1.769230769230769384e+00
1.570664841971378678e+00	1.458967464759065738e-04	2.834498886573700860e-01	-1.923076923076923128e+00
1.840742965448436408e+00	1.579430137446228330e-04	2.505934771061976152e-01	-2.076923076923077094e+00
2.117691811065208984e+00	1.694085106991697362e-04	2.187674346128063718e-01	-2.230769230769230838e+00
2.391445705019528134e+00	1.800255342732718896e-04	1.887909437684705261e-01	-2.384615384615384581e+00
2.651691936601429322e+00	1.895681535253547674e-04	1.613906473368939554e-01	-2.538461538461538769e+00
2.889442621343460971e+00	1.978840923451189425e-04	1.371018016265303230e-01	-2.692307692307692513e+00
3.098870008934961895e+00	2.049299930540466979e-04	1.161601067368609741e-01	-2.846153846153846256e+00
3.277790939930937952e+00	2.107630482579864347e-04	9.851067337635806276e-02	-3.000000000000000000e+00
3.883571390923809652e+00	2.294137756197835219e-04	3.907232014741504611e-02	-4.000000000000000000e+00
4.070695615554380531e+00	2.348757395682712652e-04	2.011393138430547095e-02	-5.000000000000000000e+00
4.146217184443220738e+00	2.370444925958451929e-04	1.218696106812640519e-02	-6.000000000000000000e+00
4.183541425837729477e+00	2.381090392996236343e-04	8.164717719989602815e-03	-7.000000000000000000e+00
4.204605871110786097e+00	2.387077350740446054e-04	5.849926650071400440e-03	-8.000000000000000000e+00
4.217632474196921777e+00	2.390772282268483916e-04	4.396945384242875558e-03	-9.000000000000000000e+00
