# energy 	 size (m) 	 pop 	 delta_scan
2.358535860623404368e+00	1.787825337232135711e-04	9.968127254415429794e-01	9.000000000000000000e+00
2.352211912502470970e+00	1.785426878123074206e-04	9.959976786675239779e-01	8.000000000000000000e+00
2.343037346546395838e+00	1.781941537276169349e-04	9.948136231837414467e-01	7.000000000000000000e+00
2.328977318293611543e+00	1.776586981652291872e-04	9.930009737465966824e-01	6.000000000000000000e+00
2.305845372863638332e+00	1.767742226861881050e-04	9.900273828869108339e-01	5.000000000000000000e+00
2.263993936597278989e+00	1.751626373629453816e-04	9.846629641004069899e-01	4.000000000000000000e+00
2.177150661009990884e+00	1.717703053724861585e-04	9.735582568284197880e-01	3.000000000000000000e+00
2.155914810740510390e+00	1.709305318433843469e-04	9.708430532190402973e-01	2.846153846153846256e+00
2.131331833800804265e+00	1.699532139005864833e-04	9.677007641680468453e-01	2.692307692307692513e+00
2.102715273491335690e+00	1.688084104868899224e-04	9.640409587803099312e-01	2.538461538461538769e+00
2.069159788774515896e+00	1.674560569850821437e-04	9.597489193590600376e-01	2.384615384615384581e+00
2.029557434915905123e+00	1.658458157721094727e-04	9.546787209896389070e-01	2.230769230769230838e+00
1.982445341909023107e+00	1.639096251137338127e-04	9.486424027327946540e-01	2.076923076923077094e+00
1.925991865511781587e+00	1.615589679341407575e-04	9.413972808092575528e-01	1.923076923076923128e+00
1.857779254327100560e+00	1.586722208293514698e-04	9.326267346511749601e-01	1.769230769230769384e+00
1.774734293030898691e+00	1.550852578665147454e-04	9.219176369716806096e-01	1.615384615384615419e+00
1.672894507831878652e+00	1.505698866885449359e-04	9.087296478968254210e-01	1.461538461538461675e+00
1.547255399009213050e+00	1.448054305646591421e-04	8.923601723518156392e-01	1.307692307692307709e+00
1.391769014252297154e+00	1.373369592548348268e-04	8.719112853248700556e-01	1.153846153846153966e+00
1.199762848552758943e+00	1.275121447686484934e-04	8.462752591424258508e-01	1.000000000000000000e+00
9.656494707984422110e-01	1.143967270662882724e-04	8.141890377735595541e-01	8.461538461538462563e-01
6.894087736005589662e-01	9.665898912811105048e-05	7.744317856460204430e-01	6.923076923076922906e-01
3.897897060756414511e-01	7.268068783616846358e-05	7.264085278871627027e-01	5.384615384615385469e-01
1.369471123190790784e-01	4.308045539057160709e-05	6.717359706293679622e-01	3.846153846153846367e-01
4.320484935165125329e-02	2.419747743146425533e-05	6.131334345402348340e-01	2.307692307692307820e-01
1.870952653723534365e-01	5.035414713671519850e-05	5.492570533875622552e-01	7.692307692307692735e-02
5.629151747501750513e-01	8.734244076852771979e-05	4.782497463314333563e-01	-7.692307692307692735e-02
1.059317181040336564e+00	1.198165620336124595e-04	4.054131707718514610e-01	-2.307692307692307820e-01
1.565494528793247131e+00	1.456564171415151261e-04	3.373372001363582062e-01	-3.846153846153846367e-01
2.027339748223665694e+00	1.657551815828870335e-04	2.776191317257569735e-01	-5.384615384615385469e-01
2.422010283013802834e+00	1.811723164597251303e-04	2.276002009619212951e-01	-6.923076923076922906e-01
2.746545259636165248e+00	1.929288723563647777e-04	1.869240571459798439e-01	-8.461538461538462563e-01
3.007972813068080065e+00	2.019020828558030080e-04	1.543707322127567672e-01	-1.000000000000000000e+00
3.216723562533529979e+00	2.087904912124616686e-04	1.284794544183502640e-01	-1.153846153846153966e+00
3.383204590503584797e+00	2.141252961330660540e-04	1.078793727829636950e-01	-1.307692307692307709e+00
3.516458918171871062e+00	2.183014497610657480e-04	9.141461938374735585e-02	-1.461538461538461675e+00
3.623797005843805152e+00	2.216081747828304986e-04	7.816351662061964134e-02	-1.615384615384615419e+00
3.710923671710405713e+00	2.242564054689256763e-04	6.741130249909559058e-02	-1.769230769230769384e+00
3.782249073725775901e+00	2.264012959542555038e-04	5.861029745546348507e-02	-1.923076923076923128e+00
3.841148079426635498e+00	2.281573010795839981e-04	5.134283782969178977e-02	-2.076923076923077094e+00
3.890192016960942745e+00	2.296092420968523073e-04	4.529006567718815018e-02	-2.230769230769230838e+00
3.931371650289903208e+00	2.308213074461040347e-04	4.020723290785126192e-02	-2.384615384615384581e+00
3.966204899604011125e+00	2.318416287867084021e-04	3.590555966635895768e-02	-2.538461538461538769e+00
3.995895954838612596e+00	2.327077953182135422e-04	3.223809519955962710e-02	-2.692307692307692513e+00
4.021370168972120851e+00	2.334483839502665237e-04	2.908978809973935750e-02	-2.846153846153846256e+00
4.043374680060373372e+00	2.340862150042425944e-04	2.636966635761294267e-02	-3.000000000000000000e+00
4.133174784614652708e+00	2.366713736766593967e-04	1.524860597233448911e-02	-4.000000000000000000e+00
4.176383430100733207e+00	2.379052510512665605e-04	9.878407719410904619e-03	-5.000000000000000000e+00
4.200239390023201125e+00	2.385837539455442366e-04	6.902306922086472694e-03	-6.000000000000000000e+00
4.214730924660146094e+00	2.389949766586890040e-04	5.088398316797066064e-03	-7.000000000000000000e+00
4.224184798946455821e+00	2.392628659875732232e-04	3.903645950323304716e-03	-8.000000000000000000e+00
4.230700648497564664e+00	2.394473276271012296e-04	3.088182710882977564e-03	-9.000000000000000000e+00
