# delta_sweep 	 F 	 kin_en_sweep
7.750000000000000000e+00	1.673824910335634219e-26	1.752110016651887146e-31
7.500000000000000000e+00	1.668946468486330050e-26	1.747007130020704426e-31
7.250000000000000000e+00	1.663453815086826594e-26	1.741484335017519239e-31
7.000000000000000000e+00	1.656746700372111532e-26	1.735231003844941733e-31
6.750000000000000000e+00	1.649057849028807210e-26	1.728285503804657376e-31
6.500000000000000000e+00	1.640014448638187287e-26	1.720534595638598851e-31
6.250000000000000000e+00	1.629156395945290147e-26	1.711797572330972345e-31
6.000000000000000000e+00	1.616144737246709589e-26	1.701901833468889503e-31
5.750000000000000000e+00	1.600333145303280058e-26	1.690610153692881568e-31
5.500000000000000000e+00	1.580906150292430861e-26	1.677621782474321660e-31
5.250000000000000000e+00	1.556740522041682665e-26	1.662549010917857494e-31
5.000000000000000000e+00	1.526369801411179805e-26	1.644902453257160038e-31
4.750000000000000000e+00	1.487626278644549350e-26	1.624031789639228287e-31
4.500000000000000000e+00	1.436731685232116866e-26	1.598969939322299932e-31
4.250000000000000000e+00	1.370821642237010125e-26	1.568691016117007856e-31
4.000000000000000000e+00	1.281444210440003972e-26	1.531481241253044883e-31
3.750000000000000000e+00	1.161689066557355215e-26	1.485409913722361711e-31
3.500000000000000000e+00	1.001786892836559133e-26	1.428207884337179599e-31
3.250000000000000000e+00	7.925208358999790095e-27	1.357606236233987478e-31
3.000000000000000000e+00	5.388294708071815804e-27	1.272859930089182195e-31
2.750000000000000000e+00	2.806922658500299228e-27	1.177348210814906478e-31
2.500000000000000000e+00	5.627401076555260266e-28	1.076943386317029634e-31
2.250000000000000000e+00	-9.147544803333626297e-28	9.790977546877532343e-32
2.000000000000000000e+00	-1.564255705458276665e-27	8.894574386674913440e-32
1.750000000000000000e+00	-1.572251761419650602e-27	8.107430291960759027e-32
1.500000000000000000e+00	-1.253556759430003590e-27	7.429899803103944435e-32
1.250000000000000000e+00	-8.128480731068391449e-28	6.850262675285717857e-32
1.000000000000000000e+00	-3.766692553744962786e-28	6.352726139566762580e-32
7.500000000000000000e-01	-1.638463089615757593e-29	5.921473223086945903e-32
5.000000000000000000e-01	2.542862080745352523e-28	5.543264514855494476e-32
2.500000000000000000e-01	4.162475478092935887e-28	5.206715511519844465e-32
0.000000000000000000e+00	4.738303218863063513e-28	4.902764883563260212e-32
-2.500000000000000000e-01	4.188736645604814708e-28	4.623770730332668093e-32
-5.000000000000000000e-01	2.321697216611475753e-28	4.362914816268283629e-32
-7.500000000000000000e-01	-1.218724623855457340e-28	4.113633956429766571e-32
-1.000000000000000000e+00	-6.929035022988292056e-28	3.869313685153097923e-32
-1.250000000000000000e+00	-1.517720517685776859e-27	3.623827938828472732e-32
-1.500000000000000000e+00	-2.601963237369681466e-27	3.372425391467992585e-32
-1.750000000000000000e+00	-3.785360611424529136e-27	3.115424163412299108e-32
-2.000000000000000000e+00	-4.804563714622711116e-27	2.859117279696110904e-32
-2.250000000000000000e+00	-5.099315398529222962e-27	2.619699018420409713e-32
-2.500000000000000000e+00	-3.871429043848350514e-27	2.424125712176217102e-32
-2.750000000000000000e+00	-7.766102782749545594e-28	2.298970066861323739e-32
-3.000000000000000000e+00	4.085359937704889492e-27	2.265009500987066596e-32
-3.250000000000000000e+00	9.488933450896541485e-27	2.323437685518613818e-32
-3.500000000000000000e+00	1.431838773713964409e-26	2.461719695716865878e-32
-3.750000000000000000e+00	1.800270414744465081e-26	2.661439907342467772e-32
-4.000000000000000000e+00	2.066111793818675981e-26	2.907185437549500778e-32
-4.250000000000000000e+00	2.254229697420953384e-26	3.187283571059094862e-32
-4.500000000000000000e+00	2.387907925991089224e-26	3.493242802642893354e-32
-4.750000000000000000e+00	2.485000834216745489e-26	3.818994622392261292e-32
-5.000000000000000000e+00	2.555268792928682151e-26	4.159682585632202130e-32
-5.250000000000000000e+00	2.608221721795392409e-26	4.511862990762558119e-32
-5.500000000000000000e+00	2.648757589457718566e-26	4.872807878585783105e-32
-5.750000000000000000e+00	2.680221836202222693e-26	5.240314503444293192e-32
-6.000000000000000000e+00	2.705070771922702296e-26	5.612604727103688572e-32
-6.250000000000000000e+00	2.724971286491649048e-26	5.988214469747049046e-32
-6.500000000000000000e+00	2.741118780586370096e-26	6.365927571486322180e-32
-6.750000000000000000e+00	2.754375502611542704e-26	6.744725204273120597e-32
-7.000000000000000000e+00	2.765481884324957351e-26	7.123772449365468968e-32
-7.250000000000000000e+00	2.774666406511338725e-26	7.502312266537759463e-32
-7.500000000000000000e+00	2.782389581425250151e-26	7.879719558894825790e-32
-7.750000000000000000e+00	2.789031175699979329e-26	8.255485525377957650e-32
-8.000000000000000000e+00	2.794733100066649582e-26	8.629163969888990320e-32
