# energy 	 size (m) 	 pop 	 delta_scan
4.160533771445993345e+00	2.374533886419705393e-04	4.098274268729781324e-03	-8.000000000000000000e+00
4.150317644891732272e+00	2.371616778909873234e-04	5.379423967907351854e-03	-7.000000000000000000e+00
4.107861814168014547e+00	2.359455325852634800e-04	1.067609348851190215e-02	-5.000000000000000000e+00
4.058518907699299128e+00	2.345241835279869764e-04	1.679183375156843502e-02	-4.000000000000000000e+00
3.951901405612113116e+00	2.314232010174878623e-04	2.990891534126684931e-02	-3.000000000000000000e+00
3.846540632151032924e+00	2.283173988854435993e-04	4.278444490862289007e-02	-2.500000000000000000e+00
3.660956507044319075e+00	2.227414951811578924e-04	6.533748639281683479e-02	-2.000000000000000000e+00
3.606283062202642498e+00	2.210720059550229876e-04	7.196262304832548584e-02	-1.897435897435897356e+00
3.543596391953977687e+00	2.191421768003212062e-04	7.955220546631991407e-02	-1.794871794871794712e+00
3.471482323776761802e+00	2.169008854920620130e-04	8.827750066604081458e-02	-1.692307692307692291e+00
3.388249649852518530e+00	2.142848892599053738e-04	9.834446317322993736e-02	-1.589743589743589647e+00
3.291944585311425087e+00	2.112176001468832060e-04	1.099934585529857012e-01	-1.487179487179487225e+00
3.180297970901430737e+00	2.076049727648662574e-04	1.235072488411307207e-01	-1.384615384615384581e+00
3.050800809750891851e+00	2.033343596582669831e-04	1.392053844391008544e-01	-1.282051282051281937e+00
2.900711453535907758e+00	1.982695910339246506e-04	1.574489933544949427e-01	-1.179487179487179516e+00
2.727338007703327794e+00	1.922530897904745387e-04	1.786144141608570490e-01	-1.076923076923076872e+00
2.528391524924030964e+00	1.851083496551689852e-04	2.030659506436476858e-01	-9.743589743589743390e-01
2.302472264918587808e+00	1.766448782018757745e-04	2.311134195713952233e-01	-8.717948717948718063e-01
2.050199203013146398e+00	1.666870559441288851e-04	2.629060807891104301e-01	-7.692307692307691624e-01
1.775200134037593802e+00	1.551056103025789002e-04	2.983412742656846861e-01	-6.666666666666666297e-01
1.485629172163486444e+00	1.418923741011814186e-04	3.369121539873255466e-01	-5.641025641025640969e-01
1.194398913309946408e+00	1.272267829254329857e-04	3.776731683902924130e-01	-4.615384615384615086e-01
9.192747764843371971e-01	1.116160162579215871e-04	4.191513906803736589e-01	-3.589743589743589758e-01
6.794306365315501139e-01	9.595694413230755919e-05	4.595352387336419930e-01	-2.564102564102563875e-01
4.872234694741315320e-01	8.125833997801370503e-05	4.974816443156602208e-01	-1.538461538461538547e-01
3.461113731177332120e-01	6.848757374112321114e-05	5.324025920924539967e-01	-5.128205128205128027e-02
2.527834985384580513e-01	5.852995712758189760e-05	5.644501366360789030e-01	5.128205128205128027e-02
2.014968336208473598e-01	5.225621607656488694e-05	5.942186843252341699e-01	1.538461538461538547e-01
1.872042634856079246e-01	5.036881268124289451e-05	6.224453130487397345e-01	2.564102564102563875e-01
2.067039448873280172e-01	5.292711581998451323e-05	6.498180896533072293e-01	3.589743589743589758e-01
2.583562120896061298e-01	5.917159827943497223e-05	6.768687236345038993e-01	4.615384615384615086e-01
3.409080229315739619e-01	6.797081180351910283e-05	7.038864899518725293e-01	5.641025641025640969e-01
4.517574098656786941e-01	7.824498078881065948e-05	7.308400886591297496e-01	6.666666666666666297e-01
5.853825962576908459e-01	8.906842015845632091e-05	7.573560981954816640e-01	7.692307692307691624e-01
7.331633274240281217e-01	9.967912400325181855e-05	7.828202283742495826e-01	8.717948717948718063e-01
8.852347341585309337e-01	1.095299952773317426e-04	8.065996764325068513e-01	9.743589743589743390e-01
1.032723301478284395e+00	1.183030207321181932e-04	8.282054503676342661e-01	1.076923076923076872e+00
1.170085211094019417e+00	1.259251831033391430e-04	8.474622536389296856e-01	1.179487179487179516e+00
1.294694353714400226e+00	1.324608302701527215e-04	8.644182981650423425e-01	1.282051282051281937e+00
1.405770431715780866e+00	1.380260463283032233e-04	8.792293038884755330e-01	1.384615384615384581e+00
1.503741896344037432e+00	1.427547263520949079e-04	8.921120745322090873e-01	1.487179487179487225e+00
1.589665386445325623e+00	1.467765599806655893e-04	9.033020698279083938e-01	1.589743589743589647e+00
1.664867443194091301e+00	1.502082118948713959e-04	9.130293843905702422e-01	1.692307692307692291e+00
1.730642864040798035e+00	1.531466755998586639e-04	9.214974530769539651e-01	1.794871794871794712e+00
1.788247524972680580e+00	1.556745654868042339e-04	9.288891030848817065e-01	1.897435897435897356e+00
1.838790517505563660e+00	1.578592276501595139e-04	9.353599737510053247e-01	2.000000000000000000e+00
2.012121839894855047e+00	1.651319020859577733e-04	9.574957341853018722e-01	2.500000000000000000e+00
2.111593936932215421e+00	1.691644297394479337e-04	9.702013687896675620e-01	3.000000000000000000e+00
2.212919728951058929e+00	1.731755901236324091e-04	9.831919695624429245e-01	4.000000000000000000e+00
2.260026758854680295e+00	1.750091020575943407e-04	9.892654092262709309e-01	5.000000000000000000e+00
2.300662443360558473e+00	1.765754401110925312e-04	9.945350826295860092e-01	7.000000000000000000e+00
2.310456472941459616e+00	1.769508859913053239e-04	9.958113228426522801e-01	8.000000000000000000e+00
