# energy 	 size (m) 	 pop 	 delta_scan
4.309208093783628790e+00	2.416587803857115464e-04	5.913605544044339690e-03	-8.000000000000000000e+00
4.287219591899107840e+00	2.410414383676894230e-04	8.271716012661354742e-03	-7.000000000000000000e+00
4.168279669339558957e+00	2.376743259691023252e-04	2.055109593642207716e-02	-5.000000000000000000e+00
3.968270758461096115e+00	2.319020000664630602e-04	4.028959754458838471e-02	-4.000000000000000000e+00
3.314825287403346366e+00	2.119503643682802330e-04	1.028243503770412265e-01	-3.000000000000000000e+00
2.586966332946962321e+00	1.872402594737405382e-04	1.747831536638330685e-01	-2.500000000000000000e+00
1.685691105106715160e+00	1.511446723515094031e-04	2.744495139091003288e-01	-2.000000000000000000e+00
1.508134285362650484e+00	1.429630656535122422e-04	2.963096296992563938e-01	-1.897435897435897356e+00
1.338803869563456317e+00	1.346983653636228369e-04	3.181236410615755350e-01	-1.794871794871794712e+00
1.179386240953963938e+00	1.264246832859014730e-04	3.396889853480955512e-01	-1.692307692307692291e+00
1.031144007894506220e+00	1.182125285908616188e-04	3.608238487069285183e-01	-1.589743589743589647e+00
8.948487441163028855e-01	1.101231593174350744e-04	3.813777740865750276e-01	-1.487179487179487225e+00
7.708648345198978458e-01	1.022098999295865767e-04	4.012303183488363789e-01	-1.384615384615384581e+00
6.592451154473946140e-01	9.452078204146345758e-05	4.202851578184501058e-01	-1.282051282051281937e+00
5.597205420002253629e-01	8.709424704214679307e-05	4.384807241579553039e-01	-1.179487179487179516e+00
4.717853220052745655e-01	7.996060261505960533e-05	4.557857019939063337e-01	-1.076923076923076872e+00
3.947530401773793329e-01	7.314195891471850014e-05	4.721979416544214714e-01	-9.743589743589743390e-01
3.278111128685983200e-01	6.665238311715330230e-05	4.877429149904814465e-01	-8.717948717948718063e-01
2.701093597771464516e-01	6.050254769022624470e-05	5.024621914807148038e-01	-7.692307692307691624e-01
2.207704762972697576e-01	5.469836478010827049e-05	5.164169571922250235e-01	-6.666666666666666297e-01
1.789691753842295174e-01	4.924849512714035097e-05	5.296747313789751388e-01	-5.641025641025640969e-01
1.439486172766162309e-01	4.416798581605443187e-05	5.423069860217882843e-01	-4.615384615384615086e-01
1.150368293634755901e-01	3.948410494023265455e-05	5.543861182920977182e-01	-3.589743589743589758e-01
9.165884146607661265e-02	3.524447353770328160e-05	5.659808605925792380e-01	-2.564102564102563875e-01
7.332398159874875532e-02	3.152295091727305899e-05	5.771600052103761369e-01	-1.538461538461538547e-01
5.963302090238387088e-02	2.842806181623521529e-05	5.879874676066911832e-01	-5.128205128205128027e-02
5.026721512794773972e-02	2.610034563783145015e-05	5.985240978230865760e-01	5.128205128205128027e-02
4.498303362318689658e-02	2.469040513691973205e-05	6.088271293752713920e-01	1.538461538461538547e-01
4.360578607603327050e-02	2.430949325506281906e-05	6.189503283616499818e-01	2.564102564102563875e-01
4.602400823238439465e-02	2.497445761910843803e-05	6.289440858439452331e-01	3.589743589743589758e-01
5.218450769868931971e-02	2.659344747347616798e-05	6.388560217603616032e-01	4.615384615384615086e-01
6.208703126635861658e-02	2.900709872201713536e-05	6.487301476573527070e-01	5.641025641025640969e-01
7.578284753418618180e-02	3.204714208053139495e-05	6.586095052677891637e-01	6.666666666666666297e-01
9.336623696805212980e-02	3.557122106180741138e-05	6.685329131813673165e-01	7.692307692307691624e-01
1.149774298945427375e-01	3.947390978051577474e-05	6.785390416523252588e-01	8.717948717948718063e-01
1.407864009869068678e-01	4.368015787173317816e-05	6.886614177096281875e-01	9.743589743589743390e-01
1.709990053954772993e-01	4.813939612684238863e-05	6.989329940689601450e-01	1.076923076923076872e+00
2.058372282118314800e-01	5.281603665906466988e-05	7.093812240706710570e-01	1.179487179487179516e+00
2.455350635734281362e-01	5.768469570330519140e-05	7.200292797101882636e-01	1.282051282051281937e+00
2.903116358954589415e-01	6.272433525322943838e-05	7.308918219560320839e-01	1.384615384615384581e+00
3.403654945968379586e-01	6.791670516493445212e-05	7.419764633991074998e-01	1.487179487179487225e+00
3.958656641182398683e-01	7.324496284919351514e-05	7.532843431589875127e-01	1.589743589743589647e+00
4.568983919770728264e-01	7.868893376989083953e-05	7.648024342941883713e-01	1.692307692307692291e+00
5.234811324607804295e-01	8.422758769247175965e-05	7.765098688575099439e-01	1.794871794871794712e+00
5.955438305507798624e-01	8.983813154625808792e-05	7.883774930573810291e-01	1.897435897435897356e+00
6.728413442248766252e-01	9.549050295166857597e-05	8.003575946227012849e-01	2.000000000000000000e+00
1.106802684780786805e+00	1.224726028714095212e-04	8.582072790147465824e-01	2.500000000000000000e+00
1.548460012616721393e+00	1.448617886339109500e-04	9.075951363551568729e-01	3.000000000000000000e+00
2.075175706781528628e+00	1.676993129050206822e-04	9.609863371654866482e-01	4.000000000000000000e+00
2.261066734823130364e+00	1.750493636002013905e-04	9.797768450285619934e-01	5.000000000000000000e+00
2.374736013116823585e+00	1.793954876919193187e-04	9.917351758956590713e-01	7.000000000000000000e+00
2.395930441165565750e+00	1.801942583331237217e-04	9.940516613973330307e-01	8.000000000000000000e+00
