# energy 	 size (m) 	 pop 	 delta_scan
4.094414772680417869e+00	2.355590334435846112e-04	4.993506423403263825e-03	-8.000000000000000000e+00
4.079352082699784887e+00	2.351253424063477781e-04	6.765183610554241847e-03	-7.000000000000000000e+00
4.008324829132362765e+00	2.330694226481462995e-04	1.493147784303837378e-02	-5.000000000000000000e+00
3.910154601829328946e+00	2.301976100750623188e-04	2.589933626414204354e-02	-4.000000000000000000e+00
3.646818827145255071e+00	2.223109937476628033e-04	5.441072947560480350e-02	-3.000000000000000000e+00
3.331557752039464582e+00	2.124846289997000973e-04	8.783267301797392790e-02	-2.500000000000000000e+00
2.722409635522038851e+00	1.920793080294602576e-04	1.526744182544637340e-01	-2.000000000000000000e+00
2.547801876732062265e+00	1.858175255553888810e-04	1.716887055678925356e-01	-1.897435897435897356e+00
2.357297263822843547e+00	1.787355832913569353e-04	1.928039690044344168e-01	-1.794871794871794712e+00
2.153785339967334789e+00	1.708460940223403390e-04	2.158958110963194732e-01	-1.692307692307692291e+00
1.941587938375341604e+00	1.622117757485483478e-04	2.407032409439519016e-01	-1.589743589743589647e+00
1.726127616307662205e+00	1.529467652626871719e-04	2.668348159749739379e-01	-1.487179487179487225e+00
1.513177034773959484e+00	1.432018790293010629e-04	2.938216975404347453e-01	-1.384615384615384581e+00
1.308181178196714534e+00	1.331489647365199794e-04	3.211651153214545862e-01	-1.282051282051281937e+00
1.115866439545498690e+00	1.229730526355655464e-04	3.483628317241391770e-01	-1.179487179487179516e+00
9.397139034130825852e-01	1.128500282463186603e-04	3.749741421011859588e-01	-1.076923076923076872e+00
7.819038008711749477e-01	1.029391334547257163e-04	4.006379390163788967e-01	-9.743589743589743390e-01
6.432888902150917243e-01	9.336989521769891419e-05	4.251032001412198280e-01	-8.717948717948718063e-01
5.237393277400061997e-01	8.424835681217886718e-05	4.482121272834984071e-01	-7.692307692307691624e-01
4.222823132257669254e-01	7.564936586050330413e-05	4.699125814356647224e-01	-6.666666666666666297e-01
3.374780716394591984e-01	6.762801266645615127e-05	4.902296237710077609e-01	-5.641025641025640969e-01
2.676555473099095916e-01	6.022710254769097875e-05	5.092487442671089770e-01	-4.615384615384615086e-01
2.111069045418010326e-01	5.348784057041517081e-05	5.270980360213592952e-01	-3.589743589743589758e-01
1.662560299210735781e-01	4.746708353786303322e-05	5.439241499074799480e-01	-2.564102564102563875e-01
1.317356839666445900e-01	4.225280654050869088e-05	5.598786726968744132e-01	-1.538461538461538547e-01
1.063965953196364111e-01	3.797237064157798451e-05	5.751233506501572945e-01	-5.128205128205128027e-02
8.939125280745341406e-02	3.480577896365519920e-05	5.897675699945752470e-01	5.128205128205128027e-02
8.001453327338370336e-02	3.292973866156297574e-05	6.039781726423355535e-01	1.538461538461538547e-01
7.782976194808099990e-02	3.247705919947684418e-05	6.178676227155370793e-01	2.564102564102563875e-01
8.257550958502024585e-02	3.345256915143365558e-05	6.315492736397954054e-01	3.589743589743589758e-01
9.415946154535492774e-02	3.572200517475449276e-05	6.451276396129481672e-01	4.615384615384615086e-01
1.126384388065015951e-01	3.907033698825279703e-05	6.586982349221706112e-01	5.641025641025640969e-01
1.381979398221899746e-01	4.327674917055427767e-05	6.723477572094457289e-01	6.666666666666666297e-01
1.711264102747080962e-01	4.815732620765885314e-05	6.861526434139323394e-01	7.692307692307691624e-01
2.117883278977044093e-01	5.357409662900157254e-05	7.001785678647204358e-01	8.717948717948718063e-01
2.605680716991700674e-01	5.942435074174017522e-05	7.144727184943888698e-01	9.743589743589743390e-01
3.178312124662461269e-01	6.562995677438983615e-05	7.290650062963778266e-01	1.076923076923076872e+00
3.838404754178272871e-01	7.212390458381739793e-05	7.439592089507519601e-01	1.179487179487179516e+00
4.586875024127268219e-01	7.884284724984932740e-05	7.591313972793627407e-01	1.282051282051281937e+00
5.421853556695468423e-01	8.571912663146305717e-05	7.745233808686518007e-01	1.384615384615384581e+00
6.337821004382560020e-01	9.267739769025725197e-05	7.900408820133927312e-01	1.487179487179487225e+00
7.324844667540930665e-01	9.963296518317727563e-05	8.055544992291943096e-01	1.589743589743589647e+00
8.367872606819672932e-01	1.064906249676627774e-04	8.208981849510960105e-01	1.692307692307692291e+00
9.447748161472255823e-01	1.131535021263353085e-04	8.358903127834411695e-01	1.794871794871794712e+00
1.054100853126353154e+00	1.195211954505550017e-04	8.503289317677511505e-01	1.897435897435897356e+00
1.162381870983100196e+00	1.255099798465299709e-04	8.640368014611436998e-01	2.000000000000000000e+00
1.611088066606762847e+00	1.477622468528769651e-04	9.167086757340976444e-01	2.500000000000000000e+00
1.885013541960530947e+00	1.598310244671497502e-04	9.472182930780881360e-01	3.000000000000000000e+00
2.129110848733625438e+00	1.698646397210974777e-04	9.744769962474468805e-01	4.000000000000000000e+00
2.222441459513106565e+00	1.735477593762584320e-04	9.851694618359170263e-01	5.000000000000000000e+00
2.290548817298759587e+00	1.761869031266606925e-04	9.931957254008789704e-01	7.000000000000000000e+00
2.305050763801184566e+00	1.767437612978187155e-04	9.949452436958567958e-01	8.000000000000000000e+00
