# energy 	 size (m) 	 pop 	 delta_scan
4.811305913148463721e-31	3.333948656407451333e-05	4.687583301156209720e-03	-8.000000000000000000e+00
4.795776721020734736e-31	3.329454264666716062e-05	6.282896296620180294e-03	-7.000000000000000000e+00
4.770562870108487100e-31	2.563259990970035777e-05	8.849519181276126190e-03	-6.000000000000000000e+00
4.725702611183181929e-31	1.949021114028686924e-05	1.336012201101832372e-02	-5.000000000000000000e+00
4.634614461673089450e-31	1.563206976230279905e-05	2.236178442296682389e-02	-4.000000000000000000e+00
4.408408379690217810e-31	1.530498665323272545e-05	4.416854161646592558e-02	-3.000000000000000000e+00
4.153096293513619593e-31	1.489419749186742861e-05	6.827598339712837028e-02	-2.500000000000000000e+00
3.655230277951321566e-31	1.405405793835575927e-05	1.147565458295296131e-01	-2.000000000000000000e+00
3.503158027948562870e-31	1.378851726285902644e-05	1.289599537328048884e-01	-1.897435897435897356e+00
3.328861261835686069e-31	1.347040377791335167e-05	1.453022295971607425e-01	-1.794871794871794712e+00
3.130624915744207353e-31	1.310356262039094608e-05	1.640142806066839098e-01	-1.692307692307692291e+00
2.907607128044724151e-31	1.267007595698728938e-05	1.852870798580293910e-01	-1.589743589743589647e+00
2.660784064987467290e-31	1.217227770950055565e-05	2.091962791755423989e-01	-1.487179487179487225e+00
2.393986937775168962e-31	1.161491956830634747e-05	2.356132429338832490e-01	-1.384615384615384581e+00
2.113608872443068948e-31	1.100893641980349867e-05	2.642131174896527046e-01	-1.282051282051281937e+00
1.828433420331196827e-31	1.037533082692803663e-05	2.944488126715115728e-01	-1.179487179487179516e+00
1.548663894444692625e-31	9.738383344562999449e-06	3.255915551127968599e-01	-1.076923076923076872e+00
1.284095332083523015e-31	9.125764208425477054e-06	3.568418914721077639e-01	-9.743589743589743390e-01
1.042800514020638751e-31	8.557683103646003696e-06	3.874224581456320315e-01	-8.717948717948718063e-01
8.299388948648660034e-32	8.047009053151833101e-06	4.167058911188212811e-01	-7.692307692307691624e-01
6.477545286933765208e-32	7.600252771481566804e-06	4.442528432338824218e-01	-6.666666666666666297e-01
4.958930756562967669e-32	7.216575855825519843e-06	4.698416433917415591e-01	-5.641025641025640969e-01
3.721679329565891858e-32	6.891729167311254162e-06	4.934509133760522914e-01	-4.615384615384615086e-01
2.735121081222427432e-32	6.619931296948437140e-06	5.151965994362296408e-01	-3.589743589743589758e-01
1.966026243000832560e-32	6.394504495542796751e-06	5.352886343922192980e-01	-2.564102564102563875e-01
1.383617780817765063e-32	6.209433471674380714e-06	5.539775336707644104e-01	-1.538461538461538547e-01
9.618039025338422402e-33	6.059150037465070499e-06	5.715269076978564122e-01	-5.128205128205128027e-02
6.804382023761682678e-33	5.939711551464333445e-06	5.881758016444900150e-01	5.128205128205128027e-02
5.244762023561135389e-33	5.847191870929220604e-06	6.041646898658613596e-01	1.538461538461538547e-01
4.842360263312096350e-33	5.792573891384674587e-06	6.197006624860307289e-01	2.564102564102563875e-01
5.544855957336419995e-33	5.843709616971149318e-06	6.349737505023516082e-01	3.589743589743589758e-01
7.339228722982983425e-33	5.917207537465817713e-06	6.501555345549552278e-01	4.615384615384615086e-01
1.024667037211784175e-32	6.014617048944139332e-06	6.654020826141276990e-01	5.641025641025640969e-01
1.431586115262221343e-32	6.137571542144180051e-06	6.808496145128732913e-01	6.666666666666666297e-01
1.961658993185793958e-32	6.288468930520595520e-06	6.966158291199153751e-01	7.692307692307691624e-01
2.622635055023132216e-32	6.469574801131606295e-06	7.127859810407218832e-01	8.717948717948718063e-01
3.421716250334940205e-32	6.683437293751523105e-06	7.294096208916629465e-01	9.743589743589743390e-01
4.363315492451239020e-32	6.931955596386026948e-06	7.464842640848137201e-01	1.076923076923076872e+00
5.446423921768340538e-32	7.215981786519681633e-06	7.639435180098361755e-01	1.179487179487179516e+00
6.661716417791816813e-32	7.534228096966363865e-06	7.816463814815222122e-01	1.282051282051281937e+00
7.989535528080199734e-32	7.883215717925038242e-06	7.993793134265192446e-01	1.384615384615384581e+00
9.399059450187159934e-32	8.255200333737771210e-06	8.168660395125628693e-01	1.487179487179487225e+00
1.085009867050293635e-31	8.639037940539090503e-06	8.337955448139240389e-01	1.589743589743589647e+00
1.229780023090857066e-31	9.022588958408221376e-06	8.498630847443956471e-01	1.692307692307692291e+00
1.369967560976520956e-31	9.392317918150588736e-06	8.648201737928897792e-01	1.794871794871794712e+00
1.502069361316030975e-31	9.736200384154205492e-06	8.784969315232794562e-01	1.897435897435897356e+00
1.623719212173153888e-31	1.004851889411877154e-05	8.908158995617221354e-01	2.000000000000000000e+00
2.056780338145409730e-31	1.111239154817137080e-05	9.334323157899353518e-01	2.500000000000000000e+00
2.293956424339736326e-31	1.165156799674893459e-05	9.565383665903014476e-01	3.000000000000000000e+00
2.509208011508718075e-31	1.210984820305404338e-05	9.778031850228210420e-01	4.000000000000000000e+00
2.596826582736831807e-31	1.228700838682740718e-05	9.866598492416837063e-01	5.000000000000000000e+00
2.640140687734874855e-31	2.557474338853664742e-05	9.911150360866138875e-01	6.000000000000000000e+00
2.664528847536624380e-31	2.783825700076537199e-05	9.936557863827226722e-01	7.000000000000000000e+00
2.679565259956477952e-31	2.557945202812303545e-05	9.952374101528217443e-01	8.000000000000000000e+00
