# energy 	 size (m) 	 pop 	 delta_scan
4.847031030932343627e-31	2.421979031332524405e-04	4.042124989169840026e-03	-8.000000000000000000e+00
4.844528331107877423e-31	2.421353672313582360e-04	4.310179825333972960e-03	-7.750000000000000000e+00
4.841767700146391269e-31	2.420663675681472614e-04	4.605683001528123287e-03	-7.500000000000000000e+00
4.838712777840222742e-31	2.419899894068284834e-04	4.932493965013201760e-03	-7.250000000000000000e+00
4.835321191018798282e-31	2.419051658220065662e-04	5.295168228003569420e-03	-7.000000000000000000e+00
4.831540748712260708e-31	2.418105818940306177e-04	5.699125913289105130e-03	-6.750000000000000000e+00
4.827310720970758485e-31	2.417047057872895354e-04	6.150835043297033823e-03	-6.500000000000000000e+00
4.822557811928498926e-31	2.415856867867517894e-04	6.658072393730838853e-03	-6.250000000000000000e+00
4.817192798729322727e-31	2.414512694168908179e-04	7.230255415649989789e-03	-6.000000000000000000e+00
4.811107159498270614e-31	2.412987065294356303e-04	7.878865284685633227e-03	-5.750000000000000000e+00
4.804165970210462994e-31	2.411245777384986473e-04	8.618026834059508076e-03	-5.500000000000000000e+00
4.796202763534245230e-31	2.409246552960646705e-04	9.465240161280169540e-03	-5.250000000000000000e+00
4.787010597740346577e-31	2.406936724112500195e-04	1.044237932294747769e-02	-5.000000000000000000e+00
4.776325490597203975e-31	2.404248956473066599e-04	1.157709920415064819e-02	-4.750000000000000000e+00
4.763810077888736886e-31	2.401096961786099734e-04	1.290471393027972473e-02	-4.500000000000000000e+00
4.749030115594101983e-31	2.397369305699015957e-04	1.447080876808666712e-02	-4.250000000000000000e+00
4.731413676613250928e-31	2.392918676033071600e-04	1.633506461277466071e-02	-4.000000000000000000e+00
4.710202725223162137e-31	2.387548917859347688e-04	1.857661105356015613e-02	-3.750000000000000000e+00
4.684374544054866655e-31	2.380993911853467818e-04	2.130199359018113137e-02	-3.500000000000000000e+00
4.652526995794157568e-31	2.372886304135659902e-04	2.465701266108113673e-02	-3.250000000000000000e+00
4.612699997366031900e-31	2.362708173303512259e-04	2.884487861402135200e-02	-3.000000000000000000e+00
4.562112724332878230e-31	2.349716598562089499e-04	3.415382887733505596e-02	-2.750000000000000000e+00
4.496719617273813643e-31	2.332815451851761159e-04	4.100176641574810460e-02	-2.500000000000000000e+00
4.410531679730275633e-31	2.310350928944993705e-04	5.000663663487626281e-02	-2.250000000000000000e+00
4.294504482623349463e-31	2.279759368027718832e-04	6.210078765778265231e-02	-2.000000000000000000e+00
4.134774567137678923e-31	2.236960919766250815e-04	7.871419720041429591e-02	-1.750000000000000000e+00
3.909997122758977561e-31	2.175307702847916662e-04	1.020566444930366551e-01	-1.500000000000000000e+00
3.588075415067975606e-31	2.083834673431158397e-04	1.354899848088991499e-01	-1.250000000000000000e+00
3.124748334623787423e-31	1.944643522895307859e-04	1.837988861184188250e-01	-1.000000000000000000e+00
2.474024882550707910e-31	1.730352203821505027e-04	2.525279446166621145e-01	-7.500000000000000000e-01
1.635698983341332811e-31	1.406967840259449654e-04	3.442731047579071779e-01	-5.000000000000000000e-01
7.640939677546236757e-32	9.616252632722651771e-05	4.501233447623094186e-01	-2.500000000000000000e-01
2.036219817232296758e-32	4.964149002896371731e-05	5.447288402505880978e-01	0.000000000000000000e+00
4.899894139687214548e-33	2.435150613979669129e-05	6.197728855387752978e-01	2.500000000000000000e-01
2.042762101939701392e-32	4.972117403695350279e-05	6.888911185903514589e-01	5.000000000000000000e-01
6.167080333668086833e-32	8.639175203412322761e-05	7.588589888424002172e-01	7.500000000000000000e-01
1.108329790864186379e-31	1.158155788695263029e-04	8.204112564071177616e-01	1.000000000000000000e+00
1.512965521905594700e-31	1.353153279467645537e-04	8.663802396769061387e-01	1.250000000000000000e+00
1.808879771956942943e-31	1.479576176624477113e-04	8.989024041554083411e-01	1.500000000000000000e+00
2.020012629311859749e-31	1.563541889683590415e-04	9.218207996677894034e-01	1.750000000000000000e+00
2.171698096924976159e-31	1.621183609119019762e-04	9.382103664275557309e-01	2.000000000000000000e+00
2.282572730266173888e-31	1.662052703271037451e-04	9.501747407002001378e-01	2.250000000000000000e+00
2.365261924058819023e-31	1.691889904854808455e-04	9.590993472750898308e-01	2.500000000000000000e+00
2.428167306723368516e-31	1.714240622874370801e-04	9.658948575597774422e-01	2.750000000000000000e+00
