# energy 	 size (m) 	 pop 	 delta_scan
4.545895573558754066e+00	2.482067416759978543e-04	3.923193374337862090e-03	-8.000000000000000000e+00
4.535662484794776184e+00	2.479272200098000373e-04	5.117528755545544192e-03	-7.000000000000000000e+00
4.493991660128250132e+00	2.467856920813141491e-04	9.957210691787135581e-03	-5.000000000000000000e+00
4.446952733251062995e+00	2.454907329596494182e-04	1.539918277814477515e-02	-4.000000000000000000e+00
4.348930118862732286e+00	2.427700235816139106e-04	2.670819956545102125e-02	-3.000000000000000000e+00
4.255468467406473998e+00	2.401472038397408390e-04	3.746985863653567311e-02	-2.500000000000000000e+00
4.096217982949173830e+00	2.356108986959776371e-04	5.578343522145132877e-02	-2.000000000000000000e+00
4.050224363418224449e+00	2.342844081084267678e-04	6.106984048465799453e-02	-1.897435897435897356e+00
3.997869539553615681e+00	2.327652557549430873e-04	6.708619844737898075e-02	-1.794871794871794712e+00
3.938055916280995383e+00	2.310174496450178346e-04	7.395989720813975210e-02	-1.692307692307692291e+00
3.869445595993055598e+00	2.289961697853149859e-04	8.184407708119287306e-02	-1.589743589743589647e+00
3.790469447010529791e+00	2.266471936981081852e-04	9.092141560316494009e-02	-1.487179487179487225e+00
3.699241628954077932e+00	2.239031459880453431e-04	1.014103427604616664e-01	-1.384615384615384581e+00
3.593540204940387284e+00	2.206810796284837894e-04	1.135698887736600049e-01	-1.282051282051281937e+00
3.470788969225542253e+00	2.168792237475819398e-04	1.277036781098001561e-01	-1.179487179487179516e+00
3.328021109741136740e+00	2.123718166572417126e-04	1.441632017058931681e-01	-1.076923076923076872e+00
3.161975559601746255e+00	2.070060794782181994e-04	1.633432640903929034e-01	-9.743589743589743390e-01
2.969196375732709114e+00	2.005964794834418443e-04	1.856719691086001212e-01	-8.717948717948718063e-01
2.746369802711309482e+00	1.929227098423524531e-04	2.115825694308400839e-01	-7.692307692307691624e-01
2.490813991861659193e+00	1.837276390291675110e-04	2.414671676463465144e-01	-6.666666666666666297e-01
2.201325537346206396e+00	1.727213332937148132e-04	2.756002704891094002e-01	-5.641025641025640969e-01
1.879297983970703356e+00	1.595885283271883176e-04	3.140380192280894378e-01	-4.615384615384615086e-01
1.530315595703191534e+00	1.440105629259718668e-04	3.564897848685114057e-01	-3.589743589743589758e-01
1.166013937916242416e+00	1.257059159282928901e-04	4.021969172964608985e-01	-2.564102564102563875e-01
8.052782152825888051e-01	1.044664462687892962e-04	4.499204761456893076e-01	-1.538461538461538547e-01
4.784385064118430453e-01	8.052243673734734938e-05	4.977909924321572421e-01	-5.128205128205128027e-02
2.293327999812599938e-01	5.574898087642415331e-05	5.431240805763959401e-01	5.128205128205128027e-02
8.537167673168788440e-02	3.401423841701635057e-05	5.845685098504590504e-01	1.538461538461538547e-01
4.868062919663906918e-02	2.568514000436071724e-05	6.227770081034705862e-01	2.564102564102563875e-01
1.088009229379933718e-01	3.839901955192761180e-05	6.593800623297041419e-01	3.589743589743589758e-01
2.497894810114775765e-01	5.818230447656853698e-05	6.952523211457141139e-01	4.615384615384615086e-01
4.439563789861733500e-01	7.756646441412545149e-05	7.298215347855595558e-01	5.641025641025640969e-01
6.583071786892522592e-01	9.445351869023064389e-05	7.618906556505711247e-01	6.666666666666666297e-01
8.679748909261577605e-01	1.084569599181086844e-04	7.906128687097224716e-01	7.692307692307691624e-01
1.060887550959066061e+00	1.199053393362756973e-04	8.158053440760391073e-01	8.717948717948718063e-01
1.233428144192520559e+00	1.292887607875414444e-04	8.376831745208315194e-01	9.743589743589743390e-01
1.385239269861870071e+00	1.370144094811377993e-04	8.565700278065957463e-01	1.076923076923076872e+00
1.517606887092019186e+00	1.434113388486805323e-04	8.728298953600959198e-01	1.179487179487179516e+00
1.632521901952019849e+00	1.487419100550033113e-04	8.868227055125590397e-01	1.282051282051281937e+00
1.732171551573801871e+00	1.532142983725687181e-04	8.988799730079132244e-01	1.384615384615384581e+00
1.818634307171551612e+00	1.569916433700905894e-04	9.092931024282735475e-01	1.487179487179487225e+00
1.893789041186237920e+00	1.602026314543494704e-04	9.183130102856253973e-01	1.589743589743589647e+00
1.959288072525476654e+00	1.629494853746120994e-04	9.261529429717756390e-01	1.692307692307692291e+00
2.016538289781540261e+00	1.653130285483482228e-04	9.329920215039059217e-01	1.794871794871794712e+00
2.066748220939895742e+00	1.673584450519336939e-04	9.389807764011087743e-01	1.897435897435897356e+00
2.110937093925830066e+00	1.691381171248489015e-04	9.442450428378119653e-01	2.000000000000000000e+00
2.264425618154527253e+00	1.751793359226870713e-04	9.624954749890122230e-01	2.500000000000000000e+00
2.354830230399723501e+00	1.786420307951517086e-04	9.732293728313553549e-01	3.000000000000000000e+00
2.449873748193909240e+00	1.822114641541397050e-04	9.845164677160559430e-01	4.000000000000000000e+00
2.495561726697671734e+00	1.839026570841368051e-04	9.899507100764040057e-01	5.000000000000000000e+00
2.536076486663556118e+00	1.853894515457634503e-04	9.947852966119714591e-01	7.000000000000000000e+00
2.546034320207421153e+00	1.857530582262379674e-04	9.959786825091813123e-01	8.000000000000000000e+00
